Date,Status,Users,UUIDs,Link,Ticket Number,Legundo Mentioned
"Nov 28, 2020 7:51 PM",Withdrawn,"['Xcerty#1132', 'Alchemist_4#1476', 'Tickets#4843']","['383372912054370309', '721554477995524167', '557628352828014614']",https://tickettool.xyz/direct?url=https://cdn.discordapp.com/attachments/731298096373432320/782336843126407218/transcript-claimed-0375.html,0375,False
"Nov 28, 2020 7:17 PM",Accepted,"['SilentMonkey#3801', 'Xcerty#1132', 'Tickets#4843', 'TwoBirds_#2222']","['272083222412787713', '383372912054370309', '157721625033179136', '557628352828014614']",https://tickettool.xyz/direct?url=https://cdn.discordapp.com/attachments/731298096373432320/782338672195403786/transcript-pending-0374.html,0374,False
"Nov 28, 2020 9:11 PM",Accepted,"['bryce553_#5726', 'Chubbsffs#5533', 'Krisso90#7525', 'Tickets#4843', 'TwoBirds_#2222']","['340825674392535041', '321916394327506945', '557628352828014614', '157721625033179136', '689170698601496623']",https://tickettool.xyz/direct?url=https://cdn.discordapp.com/attachments/731298096373432320/782391227210792970/transcript-pending-0376.html,0376,False
"Nov 28, 2020 11:37 PM",Withdrawn,"['bryce553_#5726', 'Sir Code#6760', 'Tickets#4843']","['689170698601496623', '317796835265871873', '557628352828014614']",https://tickettool.xyz/direct?url=https://cdn.discordapp.com/attachments/731298096373432320/782408558633418812/transcript-pending-0377.html,0377,False
"Nov 29, 2020 12:38 AM",Accepted,"['TwoBirds_#2222', 'Tickets#4843', 'Chubbsffs#5533', 'Dat_Gamester#5647']","['321916394327506945', '252134298008682506', '157721625033179136', '557628352828014614']",https://tickettool.xyz/direct?url=https://cdn.discordapp.com/attachments/731298096373432320/782450838668836904/transcript-pending-0378.html,0378,False
"Nov 29, 2020 3:21 AM",Accepted,"['bryce553_#5726', 'TwoBirds_#2222', 'Tickets#4843', 'most#0309']","['689170698601496623', '227549180913123328', '157721625033179136', '557628352828014614']",https://tickettool.xyz/direct?url=https://cdn.discordapp.com/attachments/731298096373432320/782470881351565312/transcript-pending-0379.html,0379,False
"Nov 28, 2020 12:51 PM",Accepted,"['NokiHuszár#9353', 'Tickets#4843', 'BobTheSnob_#3660', 'TwoBirds_#2222']","['504370788938547200', '157721625033179136', '257582185932914688', '557628352828014614']",https://tickettool.xyz/direct?url=https://cdn.discordapp.com/attachments/731298096373432320/782477985458028564/transcript-pending-0372.html,0372,False
"Nov 29, 2020 5:18 AM",Accepted,"['PicNic#9256', 'Tickets#4843', 'bryce553_#5726', 'TwoBirds_#2222']","['339440310759456768', '689170698601496623', '157721625033179136', '557628352828014614']",https://tickettool.xyz/direct?url=https://cdn.discordapp.com/attachments/731298096373432320/782510085862588466/transcript-pending-0380.html,0380,False
"Nov 30, 2020 1:39 AM",Accepted,"['Xcerty#1132', 'Tickets#4843', 'PunishedJake#0148', 'TwoBirds_#2222']","['217550657576501248', '383372912054370309', '157721625033179136', '557628352828014614']",https://tickettool.xyz/direct?url=https://cdn.discordapp.com/attachments/731298096373432320/782851334315442196/transcript-pending-0383.html,0383,False
"Nov 30, 2020 12:59 AM",Withdrawn,"['Cricket#4072', 'Xcerty#1132', 'Tickets#4843', 'TwoBirds_#2222', 'kevcai#8037']","['466933907485491222', '383372912054370309', '557628352828014614', '157721625033179136', '239207329663287297']",https://tickettool.xyz/direct?url=https://cdn.discordapp.com/attachments/731298096373432320/782992579616047145/transcript-pending-0382.html,0382,False
"Nov 30, 2020 12:59 AM",Withdrawn,"['Cricket#4072', 'Xcerty#1132', 'Tickets#4843', 'TwoBirds_#2222', 'kevcai#8037']","['466933907485491222', '383372912054370309', '557628352828014614', '157721625033179136', '239207329663287297']",https://tickettool.xyz/direct?url=https://cdn.discordapp.com/attachments/731298096373432320/782992653532790825/transcript-pending-0382.html,0382,False
"Dec 1, 2020 12:21 AM",Withdrawn,['Tickets#4843'],['557628352828014614'],https://tickettool.xyz/direct?url=https://cdn.discordapp.com/attachments/731298096373432320/783132231358742538/transcript-open-0384.html,0384,False
"Dec 1, 2020 2:16 AM",Withdrawn,"['TwoBirds_#2222', 'Xcerty#1132', 'Tickets#4843', 'The Most Mediocre Circle Around#9856']","['714670623863078994', '383372912054370309', '157721625033179136', '557628352828014614']",https://tickettool.xyz/direct?url=https://cdn.discordapp.com/attachments/731298096373432320/783175154217517106/transcript-pending-0386.html,0386,False
"Dec 1, 2020 6:45 AM",Accepted,"['starswillscream#0810', 'Tickets#4843', 'BobTheSnob_#3660', 'TwoBirds_#2222']","['394320941691174912', '257582185932914688', '157721625033179136', '557628352828014614']",https://tickettool.xyz/direct?url=https://cdn.discordapp.com/attachments/731298096373432320/783239994634534932/transcript-pending-0387.html,0387,False
"Dec 1, 2020 1:37 AM",Withdrawn,"['BobTheSnob_#3660', 'Tickets#4843', 'Salty#2761', 'TwoBirds_#2222']","['257582185932914688', '703353479745241128', '157721625033179136', '557628352828014614']",https://tickettool.xyz/direct?url=https://cdn.discordapp.com/attachments/731298096373432320/783301493574336572/transcript-pending-0385.html,0385,False
"Nov 29, 2020 11:05 PM",Withdrawn,"['Lil Paz#5315', 'Tickets#4843', 'TwoBirds_#2222']","['176947507471974400', '157721625033179136', '557628352828014614']",https://tickettool.xyz/direct?url=https://cdn.discordapp.com/attachments/731298096373432320/783521205511913482/transcript-pending-0381.html,0381,False
"Dec 1, 2020 2:14 PM",Withdrawn,"['TwoBirds_#2222', 'kevcai#8037', 'Tickets#4843', 'Björney#4510']","['466933907485491222', '348021179275149313', '157721625033179136', '557628352828014614']",https://tickettool.xyz/direct?url=https://cdn.discordapp.com/attachments/731298096373432320/783969323067637780/transcript-pending-0388.html,0388,False
"Dec 3, 2020 5:27 PM",Accepted,"['kevcai#8037', 'Raiyuu#5794', 'Tickets#4843', 'Chubbsffs#5533']","['466933907485491222', '321916394327506945', '710485026927542355', '557628352828014614']",https://tickettool.xyz/direct?url=https://cdn.discordapp.com/attachments/731298096373432320/784519173249957928/transcript-pending-0390.html,0390,False
"Dec 3, 2020 4:26 AM",Withdrawn,"['OhGeeze#8054', 'Tickets#4843', 'TwoBirds_#2222']","['402607429654675468', '157721625033179136', '557628352828014614']",https://tickettool.xyz/direct?url=https://cdn.discordapp.com/attachments/731298096373432320/784620602119290890/transcript-pending-0389.html,0389,False
"Dec 5, 2020 6:11 AM",Accepted,"['bryce553_#5726', 'Icarus#3963', 'Tickets#4843', 'TwoBirds_#2222']","['208131537005182978', '689170698601496623', '157721625033179136', '557628352828014614']",https://tickettool.xyz/direct?url=https://cdn.discordapp.com/attachments/731298096373432320/784836838925008936/transcript-pending-0391.html,0391,False
"Dec 5, 2020 6:02 PM",Accepted,"['kevcai#8037', 'Fishywishy#0067', 'Tickets#4843', 'BobTheSnob_#3660']","['466933907485491222', '257582185932914688', '313816130160427008', '557628352828014614']",https://tickettool.xyz/direct?url=https://cdn.discordapp.com/attachments/731298096373432320/784865261643759626/transcript-pending-0392.html,0392,False
"Dec 5, 2020 6:02 PM",Accepted,"['kevcai#8037', 'Fishywishy#0067', 'Tickets#4843', 'BobTheSnob_#3660']","['466933907485491222', '257582185932914688', '313816130160427008', '557628352828014614']",https://tickettool.xyz/direct?url=https://cdn.discordapp.com/attachments/731298096373432320/784865275643953173/transcript-pending-0392.html,0392,False
"Dec 5, 2020 11:39 PM",Withdrawn,"['I give good lip#2279', 'Xcerty#1132', 'Tickets#4843']","['767389205235499078', '383372912054370309', '557628352828014614']",https://tickettool.xyz/direct?url=https://cdn.discordapp.com/attachments/731298096373432320/784935449012731974/transcript-pending-0393.html,0393,False
"Dec 5, 2020 11:39 PM",Accepted,"['I give good lip#2279', 'kevcai#8037', 'Xcerty#1132', 'Tickets#4843']","['466933907485491222', '767389205235499078', '383372912054370309', '557628352828014614']",https://tickettool.xyz/direct?url=https://cdn.discordapp.com/attachments/731298096373432320/784935694312275998/transcript-pending-0393.html,0393,False
"Dec 6, 2020 1:59 AM",Accepted,"['bryce553_#5726', 'Chubbsffs#5533', 'Tickets#4843', 'ssskia#2746']","['753414462245175316', '689170698601496623', '321916394327506945', '557628352828014614']",https://tickettool.xyz/direct?url=https://cdn.discordapp.com/attachments/731298096373432320/784986660567777320/transcript-pending-0394.html,0394,False
"Dec 6, 2020 7:03 AM",Accepted,"['Materializer#6770', 'Tickets#4843', 'Chubbsffs#5533', 'TwoBirds_#2222']","['241672151646601216', '321916394327506945', '157721625033179136', '557628352828014614']",https://tickettool.xyz/direct?url=https://cdn.discordapp.com/attachments/731298096373432320/785075144438710282/transcript-pending-0396.html,0396,False
"Dec 6, 2020 3:36 PM",Accepted,"['kevcai#8037', 'Tickets#4843', 'Licieon#0417', 'TwoBirds_#2222']","['476851560056356865', '466933907485491222', '157721625033179136', '557628352828014614']",https://tickettool.xyz/direct?url=https://cdn.discordapp.com/attachments/731298096373432320/785182979852075058/transcript-pending-0397.html,0397,False
"Dec 6, 2020 4:47 AM",Accepted,"['TwoBirds_#2222', 'kevcai#8037', 'Tickets#4843', 'BattleStove#8736']","['466933907485491222', '150322874153041920', '157721625033179136', '557628352828014614']",https://tickettool.xyz/direct?url=https://cdn.discordapp.com/attachments/731298096373432320/785185723014840320/transcript-pending-0395.html,0395,False
"Dec 6, 2020 4:47 AM",Accepted,"['TwoBirds_#2222', 'kevcai#8037', 'Tickets#4843', 'BattleStove#8736']","['466933907485491222', '150322874153041920', '157721625033179136', '557628352828014614']",https://tickettool.xyz/direct?url=https://cdn.discordapp.com/attachments/731298096373432320/785186971047559168/transcript-pending-0395.html,0395,False
"Dec 6, 2020 5:25 PM",Accepted,"['StarryNight94#5771', 'Tickets#4843', 'BobTheSnob_#3660', 'TwoBirds_#2222']","['165225176559124481', '257582185932914688', '157721625033179136', '557628352828014614']",https://tickettool.xyz/direct?url=https://cdn.discordapp.com/attachments/731298096373432320/785270447007596565/transcript-pending-0398.html,0398,False
"Dec 6, 2020 5:26 PM",Accepted,"['bryce553_#5726', 'M_7_#7632', 'Tickets#4843', 'BobTheSnob_#3660', 'TwoBirds_#2222']","['106800625316040704', '557628352828014614', '157721625033179136', '257582185932914688', '689170698601496623']",https://tickettool.xyz/direct?url=https://cdn.discordapp.com/attachments/731298096373432320/785270459033452574/transcript-pending-0399.html,0399,False
"Dec 6, 2020 6:23 PM",Accepted,"['bryce553_#5726', 'TheHaruspex#7760', 'Tickets#4843', 'BobTheSnob_#3660']","['242067473203986433', '689170698601496623', '257582185932914688', '557628352828014614']",https://tickettool.xyz/direct?url=https://cdn.discordapp.com/attachments/731298096373432320/785298586950828102/transcript-open-0400.html,0400,False
"Dec 6, 2020 10:21 PM",Accepted,"['bryce553_#5726', 'Jelly#9322', 'Tickets#4843', 'TwoBirds_#2222']","['152126589172187136', '689170698601496623', '157721625033179136', '557628352828014614']",https://tickettool.xyz/direct?url=https://cdn.discordapp.com/attachments/731298096373432320/785522944657981480/transcript-pending-0401.html,0401,False
"Dec 8, 2020 3:35 PM",Accepted,"['wagyuu#4026', 'kevcai#8037', 'Tickets#4843', 'TwoBirds_#2222']","['466933907485491222', '668970481596104725', '157721625033179136', '557628352828014614']",https://tickettool.xyz/direct?url=https://cdn.discordapp.com/attachments/731298096373432320/785942023604535336/transcript-pending-0403.html,0403,False
"Dec 8, 2020 7:33 PM",Withdrawn,"['MrsJackson#1306', 'Tickets#4843', 'BobTheSnob_#3660', 'TwoBirds_#2222']","['257582185932914688', '180157472647020544', '157721625033179136', '557628352828014614']",https://tickettool.xyz/direct?url=https://cdn.discordapp.com/attachments/731298096373432320/785955512600363028/transcript-pending-0405.html,0405,False
"Dec 8, 2020 5:04 PM",Accepted,"['Chubbsffs#5533', 'ItsWilven#0001', 'Tickets#4843', 'Vindalfur#7175', 'TwoBirds_#2222']","['321916394327506945', '557628352828014614', '143323590970966016', '526073172957855758', '157721625033179136']",https://tickettool.xyz/direct?url=https://cdn.discordapp.com/attachments/731298096373432320/785968535305584670/transcript-pending-0404.html,0404,False
"Dec 8, 2020 8:34 AM",Accepted,"['Shuckle#0925', 'Tickets#4843', 'Chubbsffs#5533', 'TwoBirds_#2222']","['321916394327506945', '339981654065938456', '157721625033179136', '557628352828014614']",https://tickettool.xyz/direct?url=https://cdn.discordapp.com/attachments/731298096373432320/785968557795180544/transcript-pending-0402.html,0402,False
"Dec 9, 2020 6:13 AM",Accepted,"['Xcerty#1132', 'Shabbad00#8362', 'Tickets#4843', 'TwoBirds_#2222']","['157721625033179136', '383372912054370309', '260567501484720130', '557628352828014614']",https://tickettool.xyz/direct?url=https://cdn.discordapp.com/attachments/731298096373432320/786120753744969738/transcript-pending-0408.html,0408,False
"Dec 8, 2020 8:04 PM",Accepted,"['BobTheSnob_#3660', 'Tickets#4843', 'Jaсk#0204', 'TwoBirds_#2222']","['165270647738466304', '157721625033179136', '257582185932914688', '557628352828014614']",https://tickettool.xyz/direct?url=https://cdn.discordapp.com/attachments/731298096373432320/786256626490540062/transcript-pending-0406.html,0406,False
"Dec 9, 2020 5:15 PM",Accepted,"['bryce553_#5726', 'MustardMan#9985', 'Tickets#4843', 'TwoBirds_#2222']","['414603276059803649', '689170698601496623', '157721625033179136', '557628352828014614']",https://tickettool.xyz/direct?url=https://cdn.discordapp.com/attachments/731298096373432320/786330988493930526/transcript-pending-0409.html,0409,False
"Dec 8, 2020 11:05 PM",Withdrawn,"['Tickets#4843', 'TwoBirds_#2222']","['157721625033179136', '557628352828014614']",https://tickettool.xyz/direct?url=https://cdn.discordapp.com/attachments/731298096373432320/786676592436707338/transcript-pending-0407.html,0407,False
"Dec 10, 2020 8:11 PM",Withdrawn,"['Nolando8#3560', 'Tickets#4843', 'BobTheSnob_#3660', 'TwoBirds_#2222']","['761362766089945118', '257582185932914688', '157721625033179136', '557628352828014614']",https://tickettool.xyz/direct?url=https://cdn.discordapp.com/attachments/731298096373432320/786844356010835968/transcript-pending-0410.html,0410,False
"Dec 10, 2020 8:11 PM",Accepted,"['Chubbsffs#5533', 'Tickets#4843', 'Nolando8#3560', 'BobTheSnob_#3660', 'TwoBirds_#2222']","['321916394327506945', '557628352828014614', '257582185932914688', '157721625033179136', '761362766089945118']",https://tickettool.xyz/direct?url=https://cdn.discordapp.com/attachments/731298096373432320/787037825082064966/transcript-pending-0410.html,0410,False
"Dec 12, 2020 1:28 AM",Accepted,"['TwoBirds_#2222', 'Tickets#4843', 'Chubbsffs#5533', 'Lucasdoodles#3474']","['275137095922745344', '321916394327506945', '157721625033179136', '557628352828014614']",https://tickettool.xyz/direct?url=https://cdn.discordapp.com/attachments/731298096373432320/787196336579543040/transcript-pending-0413.html,0413,False
"Dec 11, 2020 10:03 PM",Accepted,"['Pallly#8430', 'kevcai#8037', 'Tickets#4843', 'TwoBirds_#2222']","['138444396436783104', '466933907485491222', '157721625033179136', '557628352828014614']",https://tickettool.xyz/direct?url=https://cdn.discordapp.com/attachments/731298096373432320/787682884361650206/transcript-pending-0412.html,0412,False
"Dec 11, 2020 4:55 AM",Withdrawn,"['Tickets#4843', 'Chubbsffs#5533', 'TwoBirds_#2222']","['321916394327506945', '157721625033179136', '557628352828014614']",https://tickettool.xyz/direct?url=https://cdn.discordapp.com/attachments/731298096373432320/787780713889529867/transcript-pending-0411.html,0411,False
"Dec 13, 2020 10:01 PM",Accepted,"['bryce553_#5726', 'Tickets#4843', 'Chubbsffs#5533', 'ItsAffinity#3587']","['200889993621798912', '689170698601496623', '321916394327506945', '557628352828014614']",https://tickettool.xyz/direct?url=https://cdn.discordapp.com/attachments/731298096373432320/788053017944653834/transcript-pending-0415.html,0415,False
"Dec 14, 2020 11:04 AM",Denied,"['Sir Code#6760', 'Tickets#4843', 'BobTheSnob_#3660', 'TwoBirds_#2222']","['257582185932914688', '317796835265871873', '157721625033179136', '557628352828014614']",https://tickettool.xyz/direct?url=https://cdn.discordapp.com/attachments/731298096373432320/788167565448183848/transcript-pending-0416.html,0416,False
"Dec 13, 2020 1:44 PM",Withdrawn,"['DRH#3982', 'Tickets#4843', 'Chubbsffs#5533']","['321916394327506945', '546335939232792595', '557628352828014614']",https://tickettool.xyz/direct?url=https://cdn.discordapp.com/attachments/731298096373432320/788190512376840242/transcript-pending-0414.html,0414,False
"Dec 15, 2020 5:43 PM",Accepted,"['bryce553_#5726', '4Bb1E#0744', 'Tickets#4843', 'TwoBirds_#2222']","['689170698601496623', '780858310818922556', '157721625033179136', '557628352828014614']",https://tickettool.xyz/direct?url=https://cdn.discordapp.com/attachments/731298096373432320/788490958664105994/transcript-pending-0418.html,0418,False
"Dec 15, 2020 6:42 AM",Accepted,"['somni#3919', 'bryce553_#5726', 'Chubbsffs#5533', 'Tickets#4843', 'BobTheSnob_#3660']","['321916394327506945', '557628352828014614', '532383529171025930', '257582185932914688', '689170698601496623']",https://tickettool.xyz/direct?url=https://cdn.discordapp.com/attachments/731298096373432320/788503770413137950/transcript-pending-0417.html,0417,False
"Dec 16, 2020 5:52 PM",Accepted,"['bryce553_#5726', 'Tickets#4843', 'Eriss#4441', 'TwoBirds_#2222']","['660849900824821771', '689170698601496623', '157721625033179136', '557628352828014614']",https://tickettool.xyz/direct?url=https://cdn.discordapp.com/attachments/731298096373432320/788849195573837844/transcript-pending-0419.html,0419,False
"Dec 16, 2020 6:16 PM",Accepted,"['bryce553_#5726', 'zkay#0621', 'Tickets#4843', 'Chubbsffs#5533']","['689170698601496623', '321916394327506945', '178965274572226560', '557628352828014614']",https://tickettool.xyz/direct?url=https://cdn.discordapp.com/attachments/731298096373432320/788851298437955584/transcript-pending-0420.html,0420,False
"Dec 18, 2020 7:10 PM",Accepted,"['bryce553_#5726', 'DarkBoxItself#9544', 'Tickets#4843', 'BobTheSnob_#3660', 'TwoBirds_#2222']","['557628352828014614', '157721625033179136', '570042012858974239', '257582185932914688', '689170698601496623']",https://tickettool.xyz/direct?url=https://cdn.discordapp.com/attachments/731298096373432320/789618023287488522/transcript-pending-0423.html,0423,False
"Dec 18, 2020 8:33 PM",Accepted,"['Sushiroonie#4259', 'Tickets#4843', 'BobTheSnob_#3660', 'TwoBirds_#2222']","['543548042041884692', '257582185932914688', '157721625033179136', '557628352828014614']",https://tickettool.xyz/direct?url=https://cdn.discordapp.com/attachments/731298096373432320/789622180521574430/transcript-pending-0424.html,0424,False
"Dec 19, 2020 4:46 AM",Withdrawn,"['cherry123kiss#9407', 'Tickets#4843', 'TwoBirds_#2222']","['552336298506059786', '157721625033179136', '557628352828014614']",https://tickettool.xyz/direct?url=https://cdn.discordapp.com/attachments/731298096373432320/789721582486159370/transcript-pending-0425.html,0425,False
"Dec 20, 2020 5:22 AM",Accepted,"['bryce553_#5726', 'Jacko#4174', 'Tickets#4843', 'Chubbsffs#5533']","['436728318885363732', '689170698601496623', '321916394327506945', '557628352828014614']",https://tickettool.xyz/direct?url=https://cdn.discordapp.com/attachments/731298096373432320/790150875955331082/transcript-pending-0427.html,0427,False
"Dec 21, 2020 3:56 AM",Withdrawn,"['menshave#2241', 'Tickets#4843', 'TwoBirds_#2222']","['733367307514150975', '157721625033179136', '557628352828014614']",https://tickettool.xyz/direct?url=https://cdn.discordapp.com/attachments/731298096373432320/790623055847358484/transcript-pending-0429.html,0429,False
"Dec 21, 2020 1:47 AM",Withdrawn,"['TwoBirds_#2222', 'Tickets#4843', 'dream#1550']","['222316413342187521', '157721625033179136', '557628352828014614']",https://tickettool.xyz/direct?url=https://cdn.discordapp.com/attachments/731298096373432320/791053412686364722/transcript-claimed-0428.html,0428,False
"Dec 23, 2020 3:52 PM",Accepted,"['yik#3455', 'Tickets#4843', 'BobTheSnob_#3660', 'TwoBirds_#2222']","['503464566370598912', '257582185932914688', '157721625033179136', '557628352828014614']",https://tickettool.xyz/direct?url=https://cdn.discordapp.com/attachments/731298096373432320/791379224321720401/transcript-pending-0430.html,0430,False
"Dec 17, 2020 9:49 AM",Withdrawn,"['Xcerty#1132', 'Tickets#4843', 'SwifSkully#2648']","['383372912054370309', '259352306531827713', '557628352828014614']",https://tickettool.xyz/direct?url=https://cdn.discordapp.com/attachments/731298096373432320/791784095499550720/transcript-pending-0421.html,0421,False
"Dec 19, 2020 9:07 AM",Withdrawn,"['Xcerty#1132', 'Tickets#4843', 'BobTheSnob_#3660']","['257582185932914688', '383372912054370309', '557628352828014614']",https://tickettool.xyz/direct?url=https://cdn.discordapp.com/attachments/731298096373432320/791822342242304020/transcript-pending-0426.html,0426,False
"Dec 24, 2020 9:20 PM",Accepted,"['TwoBirds_#2222', 'Xcerty#1132', 'Tickets#4843', '0316d07cb3844f37b72d3883269fc780#9541']","['140517963211079680', '383372912054370309', '157721625033179136', '557628352828014614']",https://tickettool.xyz/direct?url=https://cdn.discordapp.com/attachments/731298096373432320/791830791356809247/transcript-pending-0431.html,0431,False
"Dec 17, 2020 1:11 PM",Accepted,"['SwifSkully#2648', 'ItsWilven#0001', 'Tickets#4843', 'TwoBirds_#2222', 'Cthulhu Simp#8891', 'kevcai#8037', 'bryce553_#5353']","['466933907485491222', '259352306531827713', '557628352828014614', '143323590970966016', '777619873756086292', '157721625033179136', '689170698601496623']",https://tickettool.xyz/direct?url=https://cdn.discordapp.com/attachments/731298096373432320/791830833132470302/transcript-pending-0422.html,0422,False
"Dec 28, 2020 10:29 PM",Withdrawn,['Tickets#4843'],['557628352828014614'],https://tickettool.xyz/direct?url=https://cdn.discordapp.com/attachments/731298096373432320/793250421724020796/transcript-open-0432.html,0432,False
"Dec 28, 2020 10:56 PM",Accepted,"['TwoBirds_#2222', 'bryce553_#5353', 'Tickets#4843', 'Danielh90#3625']","['87280963821768704', '689170698601496623', '157721625033179136', '557628352828014614']",https://tickettool.xyz/direct?url=https://cdn.discordapp.com/attachments/731298096373432320/793265378024882226/transcript-pending-0433.html,0433,False
"Dec 31, 2020 6:42 PM",Accepted,"['GuusTheNerd#4097', 'Tickets#4843', 'Chubbsffs#5533', 'TwoBirds_#2222']","['256030329599557632', '321916394327506945', '157721625033179136', '557628352828014614']",https://tickettool.xyz/direct?url=https://cdn.discordapp.com/attachments/731298096373432320/794436776638414928/transcript-pending-0435.html,0435,False
"Dec 30, 2020 1:57 PM",Withdrawn,"['Tickets#4843', 'Chubbsffs#5533']","['321916394327506945', '557628352828014614']",https://tickettool.xyz/direct?url=https://cdn.discordapp.com/attachments/731298096373432320/795040647194607676/transcript-pending-0434.html,0434,False
"Jan 2, 2021 8:57 PM",Accepted,"['bryce553_#5353', 'tired_tomato#4004', 'Tickets#4843', 'Chubbsffs#5533']","['525470761927049228', '689170698601496623', '321916394327506945', '557628352828014614']",https://tickettool.xyz/direct?url=https://cdn.discordapp.com/attachments/731298096373432320/795154797913178132/transcript-pending-0436.html,0436,False
"Jan 4, 2021 9:00 PM",Withdrawn,"['SwifSkully#2648', 'Tickets#4843', 'DDi#2374', 'TwoBirds_#2222']","['134198912826343424', '259352306531827713', '157721625033179136', '557628352828014614']",https://tickettool.xyz/direct?url=https://cdn.discordapp.com/attachments/731298096373432320/795774929478877224/transcript-pending-0438.html,0438,False
"Jan 4, 2021 9:00 PM",Withdrawn,"['SwifSkully#2648', 'Tickets#4843', 'DDi#2374', 'TwoBirds_#2222']","['134198912826343424', '259352306531827713', '157721625033179136', '557628352828014614']",https://tickettool.xyz/direct?url=https://cdn.discordapp.com/attachments/731298096373432320/795774969438928896/transcript-pending-0438.html,0438,False
"Jan 4, 2021 9:31 PM",Accepted,"['BobTheSnob_#3660', 'Xcerty#1132', 'Tickets#4843', 'Ches#0508']","['148618695583727618', '383372912054370309', '257582185932914688', '557628352828014614']",https://tickettool.xyz/direct?url=https://cdn.discordapp.com/attachments/731298096373432320/795775472088645702/transcript-pending-0439.html,0439,False
"Jan 4, 2021 8:28 PM",Withdrawn,"['ItsWilven#0001', 'Tickets#4843', 'BobTheSnob_#3660']","['143323590970966016', '257582185932914688', '557628352828014614']",https://tickettool.xyz/direct?url=https://cdn.discordapp.com/attachments/731298096373432320/795801455994339335/transcript-pending-0437.html,0437,False
"Jan 4, 2021 10:07 PM",Accepted,"['TwoBirds_#2222', 'LarbGuy ⚒#1455', 'Tickets#4843', 'SwifSkully#2648']","['235908285541122059', '259352306531827713', '157721625033179136', '557628352828014614']",https://tickettool.xyz/direct?url=https://cdn.discordapp.com/attachments/731298096373432320/795807227637137428/transcript-pending-0441.html,0441,False
"Jan 4, 2021 11:17 PM",Accepted,"['bryce553_#5353', 'Xcerty#1132', 'Tickets#4843', 'King_Cassius#4020']","['689170698601496623', '383372912054370309', '227812076226215936', '557628352828014614']",https://tickettool.xyz/direct?url=https://cdn.discordapp.com/attachments/731298096373432320/795808191719407666/transcript-pending-0444.html,0444,False
"Jan 4, 2021 10:23 PM",Accepted,"['bryce553_#5353', 'mocha#7874', 'Tickets#4843', 'TwoBirds_#2222']","['689170698601496623', '584112233383198722', '157721625033179136', '557628352828014614']",https://tickettool.xyz/direct?url=https://cdn.discordapp.com/attachments/731298096373432320/795823125652045874/transcript-pending-0442.html,0442,False
"Jan 5, 2021 12:37 AM",Withdrawn,"['bryce553_#5353', 'Oslu#7068', 'Tickets#4843', 'TwoBirds_#2222']","['689170698601496623', '795811181226098718', '157721625033179136', '557628352828014614']",https://tickettool.xyz/direct?url=https://cdn.discordapp.com/attachments/731298096373432320/795831965545791538/transcript-pending-0446.html,0446,False
"Jan 5, 2021 1:33 AM",Accepted,"['Chubbsffs#5533', 'ItsWilven#0001', 'Tickets#4843', 'Bruncil#8763', 'TwoBirds_#2222']","['229392216953454594', '321916394327506945', '557628352828014614', '143323590970966016', '157721625033179136']",https://tickettool.xyz/direct?url=https://cdn.discordapp.com/attachments/731298096373432320/795842803480526888/transcript-pending-0447.html,0447,False
"Jan 5, 2021 3:52 AM",Withdrawn,"['Xcerty#1132', 'kevcai#8037', 'Dawn#0709', 'Tickets#4843']","['317625300697743360', '466933907485491222', '383372912054370309', '557628352828014614']",https://tickettool.xyz/direct?url=https://cdn.discordapp.com/attachments/731298096373432320/795880169223094302/transcript-pending-0451.html,0451,False
"Jan 5, 2021 3:41 AM",Accepted,"['bryce553_#5353', 'Xcerty#1132', 'Tickets#4843', 'Popeska#5664']","['689170698601496623', '383372912054370309', '223961177720356875', '557628352828014614']",https://tickettool.xyz/direct?url=https://cdn.discordapp.com/attachments/731298096373432320/795880715506024478/transcript-pending-0450.html,0450,False
"Jan 5, 2021 3:52 AM",Accepted,"['DawnoftheDead#0709', 'Xcerty#1132', 'Tickets#4843', 'kevcai#8037', 'bryce553_#5353']","['317625300697743360', '466933907485491222', '383372912054370309', '557628352828014614', '689170698601496623']",https://tickettool.xyz/direct?url=https://cdn.discordapp.com/attachments/731298096373432320/795902614109290506/transcript-pending-0451.html,0451,False
"Jan 5, 2021 6:10 AM",Withdrawn,"['gyousab#3372', 'Xcerty#1132', 'Tickets#4843']","['229736645493129218', '383372912054370309', '557628352828014614']",https://tickettool.xyz/direct?url=https://cdn.discordapp.com/attachments/731298096373432320/795906625914273792/transcript-claimed-0453.html,0453,False
"Jan 5, 2021 2:33 AM",Accepted,"['Xcerty#1132', 'Chubbsffs#5533', 'Tickets#4843', 'MrStuffo#9464']","['272461203761004544', '321916394327506945', '383372912054370309', '557628352828014614']",https://tickettool.xyz/direct?url=https://cdn.discordapp.com/attachments/731298096373432320/795911083042537472/transcript-pending-0448.html,0448,False
"Jan 5, 2021 7:31 AM",Withdrawn,"['Xcerty#1132', 'Tickets#4843', 'Vinchenzol#9674']","['185994158186430464', '383372912054370309', '557628352828014614']",https://tickettool.xyz/direct?url=https://cdn.discordapp.com/attachments/731298096373432320/795952856426741780/transcript-pending-0455.html,0455,False
